date,call_pnl,call_margin,put_pnl,put_margin,sell_lots,pnl,ret
2023-09-28,,85940.0,,120.0,1,,
2023-09-28,,85940.0,,120.0,1,,
2023-09-27,-3283.598779296875,81500.0,36.39999761581421,140.0,1,-3247.1987816810606,-0.00032471987816810606
2023-09-27,-3283.598779296875,81500.0,36.39999761581421,140.0,1,-3247.1987816810606,-0.00032471987816810606
2023-09-26,236.3993896484375,83540.0,16.399998807907103,140.0,1,252.79938845634462,2.527993884563446e-05
2023-09-26,236.3993896484375,83540.0,16.399998807907103,140.0,1,252.79938845634462,2.527993884563446e-05
2023-09-25,1266.401220703125,85220.0,-3.6,160.0,1,1262.8012207031252,0.0001262801220703125
2023-09-25,1266.401220703125,85220.0,-3.6,160.0,1,1262.8012207031252,0.0001262801220703125
2023-09-22,-13033.598779296875,74620.0,176.40000715255738,300.0,1,-12857.198772144318,-0.0012857198772144318
2023-09-22,-13033.598779296875,74620.0,176.40000715255738,300.0,1,-12857.198772144318,-0.0012857198772144318
2023-09-21,5606.400610351562,79440.0,-83.59999523162841,220.0,1,5522.800615119933,0.0005522800615119934
2023-09-21,5606.400610351562,79440.0,-83.59999523162841,220.0,1,5522.800615119933,0.0005522800615119934
2023-09-20,4566.401220703125,84140.0,46.39998807907104,240.0,1,4612.801208782195,0.00046128012087821954
2023-09-20,4566.401220703125,84140.0,46.39998807907104,240.0,1,4612.801208782195,0.00046128012087821954
2023-09-19,676.4018310546875,89000.0,16.399992847442626,240.0,1,692.8018239021301,6.928018239021301e-05
2023-09-19,676.4018310546875,89000.0,16.399992847442626,240.0,1,692.8018239021301,6.928018239021301e-05
2023-09-18,-1653.6030517578124,87120.0,66.39999284744263,280.0,1,-1587.2030589103697,-0.00015872030589103697
2023-09-18,-1653.6030517578124,87120.0,66.39999284744263,280.0,1,-1587.2030589103697,-0.00015872030589103697
2023-09-15,-2623.5981689453124,85780.0,-13.60000238418579,280.0,1,-2637.198171329498,-0.00026371981713294983
2023-09-15,-2623.5981689453124,85780.0,-13.60000238418579,280.0,1,-2637.198171329498,-0.00026371981713294983
2023-09-14,-523.5981689453125,87920.0,-3.6,340.0,1,-527.1981689453125,-5.2719816894531255e-05
2023-09-14,-523.5981689453125,87920.0,-3.6,340.0,1,-527.1981689453125,-5.2719816894531255e-05
2023-09-13,6716.398168945312,96780.0,-93.60000953674316,220.0,1,6622.798159408569,0.0006622798159408569
2023-09-13,6716.398168945312,96780.0,-93.60000953674316,220.0,1,6622.798159408569,0.0006622798159408569
2023-09-12,-953.6,96020.0,6.399990463256836,240.0,1,-947.2000095367432,-9.472000095367432e-05
2023-09-12,-953.6,96020.0,6.399990463256836,240.0,1,-947.2000095367432,-9.472000095367432e-05
2023-09-11,-3583.598779296875,88760.0,96.4,360.0,1,-3487.198779296875,-0.0003487198779296875
2023-09-11,-3583.598779296875,88760.0,96.4,360.0,1,-3487.198779296875,-0.0003487198779296875
2023-09-08,606.4006103515625,87980.0,-3.6,400.0,1,602.8006103515625,6.0280061035156244e-05
2023-09-08,606.4006103515625,87980.0,-3.6,400.0,1,602.8006103515625,6.0280061035156244e-05
2023-09-07,8636.399389648437,98680.0,-193.59998569488525,60.0,1,8442.799403953552,0.0008442799403953552
2023-09-07,8636.399389648437,98680.0,-193.59998569488525,60.0,1,8442.799403953552,0.0008442799403953552
2023-09-06,-5753.6,95420.0,-163.60000089406967,40.0,1,-5917.20000089407,-0.000591720000089407
2023-09-06,-5753.6,95420.0,-163.60000089406967,40.0,1,-5917.20000089407,-0.000591720000089407
