date,call_pnl,call_margin,put_pnl,put_margin,sell_lots,pnl,ret
2023-09-28,,2457.8,,2322.8,1,,
2023-09-28,,2457.8,,2322.8,1,,
2023-09-27,138.400000923872,2486.2,-226.60001233816146,3020.2,1,-88.20001141428946,-8.820001141428947e-06
2023-09-27,138.400000923872,2486.2,-226.60001233816146,3020.2,1,-88.20001141428946,-8.820001141428947e-06
2023-09-26,-141.10000856816768,2125.6,252.8999833703041,2522.6,1,111.79997480213643,1.1179997480213644e-05
2023-09-26,-141.10000856816768,2125.6,252.8999833703041,2522.6,1,111.79997480213643,1.1179997480213644e-05
2023-09-25,20.900004947185515,2484.0,14.400006675720215,2266.0,1,35.30001162290573,3.530001162290573e-06
2023-09-25,20.900004947185515,2484.0,14.400006675720215,2266.0,1,35.30001162290573,3.530001162290573e-06
2023-09-22,-1.6000033974647523,2318.4,-5.5999966025352474,2581.4,1,-7.199999999999999,-7.199999999999999e-07
2023-09-22,-1.6000033974647523,2318.4,-5.5999966025352474,2581.4,1,-7.199999999999999,-7.199999999999999e-07
2023-09-21,95.3999994635582,2673.0,-123.60000104308128,2723.0,1,-28.200001579523075,-2.8200001579523074e-06
2023-09-21,95.3999994635582,2673.0,-123.60000104308128,2723.0,1,-28.200001579523075,-2.8200001579523074e-06
2023-09-20,55.899982744455336,2637.8,-45.099994695186616,3047.8,1,10.79998804926872,1.0799988049268719e-06
2023-09-20,55.899982744455336,2637.8,-45.099994695186616,3047.8,1,10.79998804926872,1.0799988049268719e-06
2023-09-19,-207.09999889731407,2034.6,268.89997481703756,2341.6,1,61.799975919723494,6.179997591972349e-06
2023-09-19,-207.09999889731407,2034.6,268.89997481703756,2341.6,1,61.799975919723494,6.179997591972349e-06
2023-09-18,-255.5999910145998,2150.8,-190.59999898672103,2591.8,1,-446.1999900013208,-4.461999900013208e-05
2023-09-18,-255.5999910145998,2150.8,-190.59999898672103,2591.8,1,-446.1999900013208,-4.461999900013208e-05
