date,call_pnl,call_margin,put_pnl,put_margin,sell_lots,pnl,ret
2023-09-28,,3218.6,,3155.6,1,,
2023-09-28,,3218.6,,3155.6,1,,
2023-09-27,125.89999421834946,3287.8,-240.60002580881118,3873.8,1,-114.70003159046172,-1.1470003159046172e-05
2023-09-27,125.89999421834946,3287.8,-240.60002580881118,3873.8,1,-114.70003159046172,-1.1470003159046172e-05
2023-09-26,-105.60001299381256,3048.2,209.9000191628933,3478.2,1,104.30000616908075,1.0430000616908075e-05
2023-09-26,-105.60001299381256,3048.2,209.9000191628933,3478.2,1,104.30000616908075,1.0430000616908075e-05
2023-09-25,60.89999287724495,3492.2,-29.600030338764192,3210.2,1,31.299962538480756,3.1299962538480756e-06
2023-09-25,60.89999287724495,3492.2,-29.600030338764192,3210.2,1,31.299962538480756,3.1299962538480756e-06
2023-09-22,-32.09999815225601,3217.2,29.900008285045622,3451.2,1,-2.199989867210391,-2.199989867210391e-07
2023-09-22,-32.09999815225601,3217.2,29.900008285045622,3451.2,1,-2.199989867210391,-2.199989867210391e-07
2023-09-21,114.40000444054604,3489.6,-158.10000762939453,3938.6,1,-43.700003188848484,-4.370000318884848e-06
2023-09-21,114.40000444054604,3489.6,-158.10000762939453,3938.6,1,-43.700003188848484,-4.370000318884848e-06
2023-09-20,-202.599997228384,3113.0,243.899980032444,3447.0,1,41.299982804059994,4.129998280405999e-06
2023-09-20,-202.599997228384,3113.0,243.899980032444,3447.0,1,41.299982804059994,4.129998280405999e-06
2023-09-19,-15.09998977780342,2937.6,32.899984562397,3172.6,1,17.79999478459358,1.779999478459358e-06
2023-09-19,-15.09998977780342,2937.6,32.899984562397,3172.6,1,17.79999478459358,1.779999478459358e-06
2023-09-18,-301.60001531839373,3026.4,-170.59999570846557,3406.4,1,-472.20001102685933,-4.7220001102685934e-05
2023-09-18,-301.60001531839373,3026.4,-170.59999570846557,3406.4,1,-472.20001102685933,-4.7220001102685934e-05
2023-09-15,21.90000324845314,3078.4,-30.100001549720766,3321.4,1,-8.199998301267627,-8.199998301267627e-07
