date,call_pnl,call_margin,put_pnl,put_margin,sell_lots,pnl,ret
2023-09-28,,4995.8,,5017.8,1,,
2023-09-28,,4995.8,,5017.8,1,,
2023-09-27,-46.60002008676529,4820.6,64.39999624490738,4965.6,1,17.799976158142094,1.7799976158142094e-06
2023-09-27,-46.60002008676529,4820.6,64.39999624490738,4965.6,1,17.799976158142094,1.7799976158142094e-06
2023-09-26,102.89999603629113,5159.8,-104.09998760223388,5118.8,1,-1.199991565942753,-1.199991565942753e-07
2023-09-26,102.89999603629113,5159.8,-104.09998760223388,5118.8,1,-1.199991565942753,-1.199991565942753e-07
2023-09-25,52.40001662969589,5409.8,-37.59999812245369,5055.8,1,14.8000185072422,1.48000185072422e-06
2023-09-25,52.40001662969589,5409.8,-37.59999812245369,5055.8,1,14.8000185072422,1.48000185072422e-06
2023-09-22,-373.6000047683716,4427.8,409.9000146925449,4870.8,1,36.30000992417331,3.6300009924173308e-06
2023-09-22,-373.6000047683716,4427.8,409.9000146925449,4870.8,1,36.30000992417331,3.6300009924173308e-06
2023-09-21,154.40001099705697,5016.4,-258.59999523162844,5062.4,1,-104.19998423457147,-1.0419998423457147e-05
2023-09-21,154.40001099705697,5016.4,-258.59999523162844,5062.4,1,-104.19998423457147,-1.0419998423457147e-05
2023-09-20,26.89999475479126,5153.6,-30.600010013580324,5067.6,1,-3.7000152587890653,-3.700015258789065e-07
2023-09-20,26.89999475479126,5153.6,-30.600010013580324,5067.6,1,-3.7000152587890653,-3.700015258789065e-07
2023-09-19,-40.59999302625656,4754.8,74.40001651048661,4722.8,1,33.800023484230046,3.3800023484230047e-06
2023-09-19,-40.59999302625656,4754.8,74.40001651048661,4722.8,1,33.800023484230046,3.3800023484230047e-06
2023-09-18,,,,,1,,
2023-09-15,59.40000473856926,4621.2,-31.09999985098839,5547.2,1,28.30000488758087,2.830000488758087e-06
2023-09-15,59.40000473856926,4621.2,-31.09999985098839,5547.2,1,28.30000488758087,2.830000488758087e-06
2023-09-14,-338.1000045374036,3749.2,648.8999998509884,4652.2,1,310.79999531358476,3.107999953135848e-05
2023-09-14,-338.1000045374036,3749.2,648.8999998509884,4652.2,1,310.79999531358476,3.107999953135848e-05
2023-09-13,73.40000889599324,4184.4,-255.10001049041747,4787.4,1,-181.70000159442424,-1.8170000159442423e-05
2023-09-13,73.40000889599324,4184.4,-255.10001049041747,4787.4,1,-181.70000159442424,-1.8170000159442423e-05
2023-09-12,18.89999903142452,4178.4,39.40002008676529,4740.4,1,58.30001911818981,5.830001911818981e-06
2023-09-12,18.89999903142452,4178.4,39.40002008676529,4740.4,1,58.30001911818981,5.830001911818981e-06
2023-09-11,-18.599993145465852,4080.2,88.39999272823334,4927.2,1,69.7999995827675,6.9799999582767495e-06
2023-09-11,-18.599993145465852,4080.2,88.39999272823334,4927.2,1,69.7999995827675,6.9799999582767495e-06
2023-09-08,40.39999976158142,4094.4,-101.60001978874206,4714.4,1,-61.20002002716064,-6.120002002716064e-06
2023-09-08,40.39999976158142,4094.4,-101.60001978874206,4714.4,1,-61.20002002716064,-6.120002002716064e-06
2023-09-07,120.40001287460328,4755.2,-193.5999752640724,4809.2,1,-73.19996238946914,-7.319996238946914e-06
2023-09-07,120.40001287460328,4755.2,-193.5999752640724,4809.2,1,-73.19996238946914,-7.319996238946914e-06
